giocatore,link_a,link_b
Simon Beaupain,https://www.atptour.com/en/players/simon-beaupain/b0c3/rankings-breakdown,https://www.atptour.com/en/players/simon-beaupain/b0c3/player-stats
Leo Borg,https://www.atptour.com/en/players/leo-borg/b0jg/rankings-breakdown,https://www.atptour.com/en/players/leo-borg/b0jg/player-stats
Mili Poljicak,https://www.atptour.com/en/players/mili-poljicak/p0gq/rankings-breakdown,https://www.atptour.com/en/players/mili-poljicak/p0gq/player-stats
Dayne Kelly,https://www.atptour.com/en/players/dayne-kelly/ka22/rankings-breakdown,https://www.atptour.com/en/players/dayne-kelly/ka22/player-stats
Daniel Merida,https://www.atptour.com/en/players/daniel-merida/m0n7/rankings-breakdown,https://www.atptour.com/en/players/daniel-merida/m0n7/player-stats
Philip Sekulic,https://www.atptour.com/en/players/philip-sekulic/s0ti/rankings-breakdown,https://www.atptour.com/en/players/philip-sekulic/s0ti/player-stats
Marcello Serafini,https://www.atptour.com/en/players/marcello-serafini/s0rf/rankings-breakdown,https://www.atptour.com/en/players/marcello-serafini/s0rf/player-stats
Abedallah Shelbayh,https://www.atptour.com/en/players/abedallah-shelbayh/s0nv/rankings-breakdown,https://www.atptour.com/en/players/abedallah-shelbayh/s0nv/player-stats
Patrick Kypson,https://www.atptour.com/en/players/patrick-kypson/k0a3/rankings-breakdown,https://www.atptour.com/en/players/patrick-kypson/k0a3/player-stats
Liam Draxl,https://www.atptour.com/en/players/liam-draxl/d0dp/rankings-breakdown,https://www.atptour.com/en/players/liam-draxl/d0dp/player-stats
Harry Wendelken,https://www.atptour.com/en/players/harry-wendelken/w0ah/rankings-breakdown,https://www.atptour.com/en/players/harry-wendelken/w0ah/player-stats
Murphy Cassone,https://www.atptour.com/en/players/murphy-cassone/c0ht/rankings-breakdown,https://www.atptour.com/en/players/murphy-cassone/c0ht/player-stats
Pedro Sousa,https://www.atptour.com/en/players/pedro-sousa/s483/rankings-breakdown,https://www.atptour.com/en/players/pedro-sousa/s483/player-stats
Makoto Ochi,https://www.atptour.com/en/players/makoto-ochi/o664/rankings-breakdown,https://www.atptour.com/en/players/makoto-ochi/o664/player-stats
Eric Vanshelboim,https://www.atptour.com/en/players/eric-vanshelboim/v0d4/rankings-breakdown,https://www.atptour.com/en/players/eric-vanshelboim/v0d4/player-stats
Rubin Statham,https://www.atptour.com/en/players/rubin-statham/sf89/rankings-breakdown,https://www.atptour.com/en/players/rubin-statham/sf89/player-stats
Marvin Moeller,https://www.atptour.com/en/players/marvin-moeller/m0bn/rankings-breakdown,https://www.atptour.com/en/players/marvin-moeller/m0bn/player-stats
Sekou Bangoura,https://www.atptour.com/en/players/sekou-bangoura/bh02/rankings-breakdown,https://www.atptour.com/en/players/sekou-bangoura/bh02/player-stats
Toby Samuel,https://www.atptour.com/en/players/toby-samuel/s0tm/rankings-breakdown,https://www.atptour.com/en/players/toby-samuel/s0tm/player-stats
Cannon Kingsley,https://www.atptour.com/en/players/cannon-kingsley/k0db/rankings-breakdown,https://www.atptour.com/en/players/cannon-kingsley/k0db/player-stats
Jack Pinnington Jones,https://www.atptour.com/en/players/jack-pinnington-jones/p0ht/rankings-breakdown,https://www.atptour.com/en/players/jack-pinnington-jones/p0ht/player-stats
Thomas Fancutt,https://www.atptour.com/en/players/thomas-fancutt/fa50/rankings-breakdown,https://www.atptour.com/en/players/thomas-fancutt/fa50/player-stats
Matias Soto,https://www.atptour.com/en/players/matias-soto/s0ek/rankings-breakdown,https://www.atptour.com/en/players/matias-soto/s0ek/player-stats
Timo Legout,https://www.atptour.com/en/players/timo-legout/l0er/rankings-breakdown,https://www.atptour.com/en/players/timo-legout/l0er/player-stats
Aidan Mayo,https://www.atptour.com/en/players/aidan-mayo/m0nb/rankings-breakdown,https://www.atptour.com/en/players/aidan-mayo/m0nb/player-stats
Gabriele Piraino,https://www.atptour.com/en/players/gabriele-piraino/p0i6/rankings-breakdown,https://www.atptour.com/en/players/gabriele-piraino/p0i6/player-stats
Alex Hernandez,https://www.atptour.com/en/players/alex-hernandez/h0cd/rankings-breakdown,https://www.atptour.com/en/players/alex-hernandez/h0cd/player-stats
Gonzalo Bueno,https://www.atptour.com/en/players/gonzalo-bueno/b0gr/rankings-breakdown,https://www.atptour.com/en/players/gonzalo-bueno/b0gr/player-stats
Donald Young,https://www.atptour.com/en/players/donald-young/y124/rankings-breakdown,https://www.atptour.com/en/players/donald-young/y124/player-stats
Sean Cuenin,https://www.atptour.com/en/players/sean-cuenin/c0jx/rankings-breakdown,https://www.atptour.com/en/players/sean-cuenin/c0jx/player-stats
Nathan Ponwith,https://www.atptour.com/en/players/nathan-ponwith/ph67/rankings-breakdown,https://www.atptour.com/en/players/nathan-ponwith/ph67/player-stats
Alec Deckers,https://www.atptour.com/en/players/alec-deckers/d0d2/rankings-breakdown,https://www.atptour.com/en/players/alec-deckers/d0d2/player-stats
Ilya Snitari,https://www.atptour.com/en/players/ilya-snitari/s0r5/rankings-breakdown,https://www.atptour.com/en/players/ilya-snitari/s0r5/player-stats
Georgii Kravchenko,https://www.atptour.com/en/players/georgii-kravchenko/k0bj/rankings-breakdown,https://www.atptour.com/en/players/georgii-kravchenko/k0bj/player-stats
Jakub Paul,https://www.atptour.com/en/players/jakub-paul/p0d0/rankings-breakdown,https://www.atptour.com/en/players/jakub-paul/p0d0/player-stats
JC Aragone,https://www.atptour.com/en/players/jc-aragone/ab71/rankings-breakdown,https://www.atptour.com/en/players/jc-aragone/ab71/player-stats
Ajeet Rai,https://www.atptour.com/en/players/ajeet-rai/r0dc/rankings-breakdown,https://www.atptour.com/en/players/ajeet-rai/r0dc/player-stats
Yuki Mochizuki,https://www.atptour.com/en/players/yuki-mochizuki/m0b2/rankings-breakdown,https://www.atptour.com/en/players/yuki-mochizuki/m0b2/player-stats
Max Alcala Gurri,https://www.atptour.com/en/players/max-alcala-gurri/a0ea/rankings-breakdown,https://www.atptour.com/en/players/max-alcala-gurri/a0ea/player-stats
Tsung-Hao Huang,https://www.atptour.com/en/players/tsung-hao-huang/h0b5/rankings-breakdown,https://www.atptour.com/en/players/tsung-hao-huang/h0b5/player-stats
Yuki Bhambri,https://www.atptour.com/en/players/yuki-bhambri/bf55/rankings-breakdown,https://www.atptour.com/en/players/yuki-bhambri/bf55/player-stats
Johannus Monday,https://www.atptour.com/en/players/johannus-monday/m0on/rankings-breakdown,https://www.atptour.com/en/players/johannus-monday/m0on/player-stats
Justin Boulais,https://www.atptour.com/en/players/justin-boulais/b0f8/rankings-breakdown,https://www.atptour.com/en/players/justin-boulais/b0f8/player-stats
Tristan Lamasine,https://www.atptour.com/en/players/tristan-lamasine/lc11/rankings-breakdown,https://www.atptour.com/en/players/tristan-lamasine/lc11/player-stats
Peter Bertran,https://www.atptour.com/en/players/peter-bertran/bp79/rankings-breakdown,https://www.atptour.com/en/players/peter-bertran/bp79/player-stats
Tristan McCormick,https://www.atptour.com/en/players/tristan-mccormick/m0eg/rankings-breakdown,https://www.atptour.com/en/players/tristan-mccormick/m0eg/player-stats
Andres Andrade,https://www.atptour.com/en/players/andres-andrade/ag08/rankings-breakdown,https://www.atptour.com/en/players/andres-andrade/ag08/player-stats
Jaimee Floyd Angele,https://www.atptour.com/en/players/jaimee-floyd-angele/a0b6/rankings-breakdown,https://www.atptour.com/en/players/jaimee-floyd-angele/a0b6/player-stats
Rigele Te,https://www.atptour.com/en/players/rigele-te/tg30/rankings-breakdown,https://www.atptour.com/en/players/rigele-te/tg30/player-stats
Peter Fajta,https://www.atptour.com/en/players/peter-fajta/f0dp/rankings-breakdown,https://www.atptour.com/en/players/peter-fajta/f0dp/player-stats
Shinji Hazawa,https://www.atptour.com/en/players/shinji-hazawa/h0ba/rankings-breakdown,https://www.atptour.com/en/players/shinji-hazawa/h0ba/player-stats
Noah Rubin,https://www.atptour.com/en/players/noah-rubin/rc96/rankings-breakdown,https://www.atptour.com/en/players/noah-rubin/rc96/player-stats
Duarte Vale,https://www.atptour.com/en/players/duarte-vale/va15/rankings-breakdown,https://www.atptour.com/en/players/duarte-vale/va15/player-stats
Alexandr Cozbinov,https://www.atptour.com/en/players/alexandr-cozbinov/cj60/rankings-breakdown,https://www.atptour.com/en/players/alexandr-cozbinov/cj60/player-stats
Maxime Chazal,https://www.atptour.com/en/players/maxime-chazal/cd00/rankings-breakdown,https://www.atptour.com/en/players/maxime-chazal/cd00/player-stats
Robert Strombachs,https://www.atptour.com/en/players/robert-strombachs/s0gv/rankings-breakdown,https://www.atptour.com/en/players/robert-strombachs/s0gv/player-stats
Tao Mu,https://www.atptour.com/en/players/tao-mu/m09e/rankings-breakdown,https://www.atptour.com/en/players/tao-mu/m09e/player-stats
Arthur Weber,https://www.atptour.com/en/players/arthur-weber/w0a4/rankings-breakdown,https://www.atptour.com/en/players/arthur-weber/w0a4/player-stats
Shuichi Sekiguchi,https://www.atptour.com/en/players/shuichi-sekiguchi/sl92/rankings-breakdown,https://www.atptour.com/en/players/shuichi-sekiguchi/sl92/player-stats
Gilbert Klier Junior,https://www.atptour.com/en/players/gilbert-klier-junior/k0cz/rankings-breakdown,https://www.atptour.com/en/players/gilbert-klier-junior/k0cz/player-stats
Jakub Mensik,https://www.atptour.com/en/players/jakub-mensik/m0ni/rankings-breakdown,https://www.atptour.com/en/players/jakub-mensik/m0ni/player-stats
Orlando Luz,https://www.atptour.com/en/players/orlando-luz/lf26/rankings-breakdown,https://www.atptour.com/en/players/orlando-luz/lf26/player-stats
Mirko Martinez,https://www.atptour.com/en/players/mirko-martinez/mw39/rankings-breakdown,https://www.atptour.com/en/players/mirko-martinez/mw39/player-stats
Imanol Lopez Morillo,https://www.atptour.com/en/players/imanol-lopez-morillo/l0at/rankings-breakdown,https://www.atptour.com/en/players/imanol-lopez-morillo/l0at/player-stats
Mark Whitehouse,https://www.atptour.com/en/players/mark-whitehouse/w716/rankings-breakdown,https://www.atptour.com/en/players/mark-whitehouse/w716/player-stats
Andres Martin,https://www.atptour.com/en/players/andres-martin/m0np/rankings-breakdown,https://www.atptour.com/en/players/andres-martin/m0np/player-stats
Sidharth Rawat,https://www.atptour.com/en/players/sidharth-rawat/rb86/rankings-breakdown,https://www.atptour.com/en/players/sidharth-rawat/rb86/player-stats
Henry Patten,https://www.atptour.com/en/players/henry-patten/p0g6/rankings-breakdown,https://www.atptour.com/en/players/henry-patten/p0g6/player-stats
Peter Heller,https://www.atptour.com/en/players/peter-heller/ha33/rankings-breakdown,https://www.atptour.com/en/players/peter-heller/ha33/player-stats
Colin Markes,https://www.atptour.com/en/players/colin-markes/m0bo/rankings-breakdown,https://www.atptour.com/en/players/colin-markes/m0bo/player-stats
Kyle Edmund,https://www.atptour.com/en/players/kyle-edmund/e831/rankings-breakdown,https://www.atptour.com/en/players/kyle-edmund/e831/player-stats
Luke Saville,https://www.atptour.com/en/players/luke-saville/sm09/rankings-breakdown,https://www.atptour.com/en/players/luke-saville/sm09/player-stats
Uisung Park,https://www.atptour.com/en/players/uisung-park/p0av/rankings-breakdown,https://www.atptour.com/en/players/uisung-park/p0av/player-stats
Lucas Catarina,https://www.atptour.com/en/players/lucas-catarina/cn78/rankings-breakdown,https://www.atptour.com/en/players/lucas-catarina/cn78/player-stats
Conner Huertas del Pino,https://www.atptour.com/en/players/conner-huertas-del-pino/hg90/rankings-breakdown,https://www.atptour.com/en/players/conner-huertas-del-pino/hg90/player-stats
James Trotter,https://www.atptour.com/en/players/james-trotter/t0bw/rankings-breakdown,https://www.atptour.com/en/players/james-trotter/t0bw/player-stats
Digvijaypratap Singh,https://www.atptour.com/en/players/digvijaypratap-singh/sy71/rankings-breakdown,https://www.atptour.com/en/players/digvijaypratap-singh/sy71/player-stats
Fajing Sun,https://www.atptour.com/en/players/fajing-sun/sx90/rankings-breakdown,https://www.atptour.com/en/players/fajing-sun/sx90/player-stats
Matthew Dellavedova,https://www.atptour.com/en/players/matthew-dellavedova/d0a2/rankings-breakdown,https://www.atptour.com/en/players/matthew-dellavedova/d0a2/player-stats
Tatsuma Ito,https://www.atptour.com/en/players/tatsuma-ito/i230/rankings-breakdown,https://www.atptour.com/en/players/tatsuma-ito/i230/player-stats
Ryan Harrison,https://www.atptour.com/en/players/ryan-harrison/h940/rankings-breakdown,https://www.atptour.com/en/players/ryan-harrison/h940/player-stats
Jonathan Mridha,https://www.atptour.com/en/players/jonathan-mridha/mm78/rankings-breakdown,https://www.atptour.com/en/players/jonathan-mridha/mm78/player-stats
Kasidit Samrej,https://www.atptour.com/en/players/kasidit-samrej/s0hr/rankings-breakdown,https://www.atptour.com/en/players/kasidit-samrej/s0hr/player-stats
Riccardo Balzerani,https://www.atptour.com/en/players/riccardo-balzerani/bv17/rankings-breakdown,https://www.atptour.com/en/players/riccardo-balzerani/bv17/player-stats
Johannes Haerteis,https://www.atptour.com/en/players/johannes-haerteis/hb31/rankings-breakdown,https://www.atptour.com/en/players/johannes-haerteis/hb31/player-stats
Sebastian Prechtel,https://www.atptour.com/en/players/sebastian-prechtel/pl38/rankings-breakdown,https://www.atptour.com/en/players/sebastian-prechtel/pl38/player-stats
Arjun Kadhe,https://www.atptour.com/en/players/arjun-kadhe/kd43/rankings-breakdown,https://www.atptour.com/en/players/arjun-kadhe/kd43/player-stats
Alex Knaff,https://www.atptour.com/en/players/alex-knaff/kj00/rankings-breakdown,https://www.atptour.com/en/players/alex-knaff/kj00/player-stats
Tomas Farjat,https://www.atptour.com/en/players/tomas-farjat/f0bv/rankings-breakdown,https://www.atptour.com/en/players/tomas-farjat/f0bv/player-stats
Simone Roncalli,https://www.atptour.com/en/players/simone-roncalli/re27/rankings-breakdown,https://www.atptour.com/en/players/simone-roncalli/re27/player-stats
Fermin Tenti,https://www.atptour.com/en/players/fermin-tenti/t0af/rankings-breakdown,https://www.atptour.com/en/players/fermin-tenti/t0af/player-stats
Ryota Tanuma,https://www.atptour.com/en/players/ryota-tanuma/tg46/rankings-breakdown,https://www.atptour.com/en/players/ryota-tanuma/tg46/player-stats
Duckhee Lee,https://www.atptour.com/en/players/duckhee-lee/le01/rankings-breakdown,https://www.atptour.com/en/players/duckhee-lee/le01/player-stats
Saba Purtseladze,https://www.atptour.com/en/players/saba-purtseladze/p0ea/rankings-breakdown,https://www.atptour.com/en/players/saba-purtseladze/p0ea/player-stats
Go Soeda,https://www.atptour.com/en/players/go-soeda/sc47/rankings-breakdown,https://www.atptour.com/en/players/go-soeda/sc47/player-stats
Matyas Fuele,https://www.atptour.com/en/players/matyas-fuele/f09u/rankings-breakdown,https://www.atptour.com/en/players/matyas-fuele/f09u/player-stats
Fausto Tabacco,https://www.atptour.com/en/players/fausto-tabacco/t0cu/rankings-breakdown,https://www.atptour.com/en/players/fausto-tabacco/t0cu/player-stats
Aleksandre Metreveli,https://www.atptour.com/en/players/aleksandre-metreveli/mn23/rankings-breakdown,https://www.atptour.com/en/players/aleksandre-metreveli/mn23/player-stats
Kai Wehnelt,https://www.atptour.com/en/players/kai-wehnelt/w712/rankings-breakdown,https://www.atptour.com/en/players/kai-wehnelt/w712/player-stats
Felix Corwin,https://www.atptour.com/en/players/felix-corwin/cn15/rankings-breakdown,https://www.atptour.com/en/players/felix-corwin/cn15/player-stats
Petr Nouza,https://www.atptour.com/en/players/petr-nouza/n974/rankings-breakdown,https://www.atptour.com/en/players/petr-nouza/n974/player-stats
Jaime Faria,https://www.atptour.com/en/players/jaime-faria/f0f2/rankings-breakdown,https://www.atptour.com/en/players/jaime-faria/f0f2/player-stats
Viacheslav Bielinskyi,https://www.atptour.com/en/players/viacheslav-bielinskyi/b0ll/rankings-breakdown,https://www.atptour.com/en/players/viacheslav-bielinskyi/b0ll/player-stats
Giorgio Tabacco,https://www.atptour.com/en/players/giorgio-tabacco/t0fk/rankings-breakdown,https://www.atptour.com/en/players/giorgio-tabacco/t0fk/player-stats
Arthur Reymond,https://www.atptour.com/en/players/arthur-reymond/rh50/rankings-breakdown,https://www.atptour.com/en/players/arthur-reymond/rh50/player-stats
Hanwen Li,https://www.atptour.com/en/players/hanwen-li/l0fw/rankings-breakdown,https://www.atptour.com/en/players/hanwen-li/l0fw/player-stats
